Case Number,Date,Type,Country,Area,Location,Fatal (Y/N),Time,Period,Activity Type,Species Type,Exact Location,Coordinate,Latitude,Longitude
2009.06.02.a,Jun-2009,Unprovoked,Egypt,St. Johns Reef,St. John's Island,N,Unknown,Unknown,Diving,Whitetip,"St. John's Island, St. Johns Reef, Egypt","(26.820553, 30.802498)",26.820553,30.802498
2009.06.01,Jun-2009,Unprovoked,Egypt,St. Johns Reef,St. John's Island,Y,Morning,Unknown,Diving,Whitetip,"St. John's Island, St. Johns Reef, Egypt","(26.820553, 30.802498)",26.820553,30.802498
2009.05.31,May-2009,Provoked,Taiwan,Green Island,Green Island,N,20h30,Evening,Fishing,Unknown,"Green Island, Green Island, Taiwan","(22.6620886, 121.4901443)",22.6620886,121.4901443
2009.05.25,May-2009,Provoked,United States,Florida,"Clearwater Beach, Pinellas County",N,20h30,Evening,Swimming,Unknown,"Clearwater Beach, Pinellas County, Florida, United States","(27.972065, -82.8285877)",27.972065,-82.8285877
2009.05.17,May-2009,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,09h35,Morning,Surfing,Spinner,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2009.05.16.b,May-2009,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,10h27,Morning,Surfing,Spinner,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2009.05.16.a,May-2009,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,10h16,Morning,Surfing,Spinner,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2009.05.12,May-2009,Provoked,Guam,North Region,Ritidian Point,N,Afternoon,Afternoon,Fishing,Blacktip,"Ritidian Point, North Region, Guam","(13.6538166, 144.8601866)",13.6538166,144.8601866
2009.05.06,Mar-2009,Provoked,Bahamas,Exuma,Exuma Islands,N,Unknown,Unknown,Fishing,Unknown,"Exuma Islands, Exuma, Bahamas","(23.5333333, -75.83333329999999)",23.5333333,-75.83333329999999
2009.04.28,Apr-2009,Unprovoked,United States,Florida,"St. Augustine, St. John's County",N,16h45,Afternoon,Unknown,Unknown,"St. Augustine, St. John's County, Florida, United States","(29.9012437, -81.31243409999999)",29.9012437,-81.31243409999999
2009.04.25.R,Apr-2009,Unprovoked,United States,California,"San Onofre State Beach, San Diego County",N,10h00,Morning,Surfing,Unknown,"San Onofre State Beach, San Diego County, California, United States","(33.3728077, -117.5656012)",33.3728077,-117.5656012
2009.04.21,Apr-2009,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,Late afternoon,Afternoon,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2009.04.20,Apr-2009,Unprovoked,Philippines,Batangas province,Mabini,N,0500,Unknown,Swimming,Unknown,"Mabini, Batangas province, Philippines","(13.7235514, 120.907304)",13.7235514,120.907304
2009.04.19,Apr-2009,Unprovoked,United States,Florida,"Carlin Park, Jupiter Inlet",N,16h00,Afternoon,Surfing,Unknown,"Carlin Park, Jupiter Inlet, Florida, United States","(26.9291055, -80.0691932)",26.9291055,-80.0691932
2009.04.17.,Apr-2009,Unprovoked,United States,Florida,"Walton Rocks, St Lucie County",N,13h15,Afternoon,Surfing,Unknown,"Walton Rocks, St Lucie County, Florida, United States","(27.3378902, -80.23343059999999)",27.3378902,-80.23343059999999
2009.04.12,Apr-2009,Unprovoked,Australia,New South Wales,Fingal Bay,N,08h00,Morning,Surfing,Unknown,"Fingal Bay, New South Wales, Australia","(-32.7497997, 152.1687988)",-32.7497997,152.1687988
2009.04.11,Apr-2009,Not Confirmed,United States,Hawaii,Kona,U,Unknown,Unknown,Fishing,Unknown,"Kona, Hawaii, United States","(19.6399924, -155.9969052)",19.6399924,-155.9969052
2009.04.06.b,Apr-2009,Not Confirmed,South Africa,KwaZulu-Natal,Umtentweni,U,Morning,Unknown,Swimming,Unknown,"Umtentweni, KwaZulu-Natal, South Africa","(-30.71803, 30.46456599999999)",-30.71803,30.46456599999999
2009.04.06.a,Apr-2009,Unprovoked,United States,California,San Diego County,N,07h45,Morning,Fishing,White,"San Diego County, California, United States","(32.7157305, -117.1610966)",32.7157305,-117.1610966
2009.04.03,Apr-2009,Unprovoked,United States,Florida,"Sanibel Island, Lee County",N,16h00,Afternoon,Wading,Unknown,"Sanibel Island, Lee County, Florida, United States","(26.4433972, -82.1115119)",26.4433972,-82.1115119
2009.03.27,Mar-2009,Provoked,South Africa,Eastern Cape Province,Pearson Park Resort,N,Unknown,Unknown,Fishing,Tiger,"Pearson Park Resort, Eastern Cape Province, South Africa","(-33.6906897, 25.8292619)",-33.6906897,25.8292619
2009.03.21,Mar-2009,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. John's",Y,Afternoon,Afternoon,Surfing,Unknown,"Second Beach, Port St. John's, Eastern Cape Province, South Africa","(-31.6409371, 29.5299196)",-31.6409371,29.5299196
2009.03.20,Mar-2009,Unprovoked,Australia,New South Wales,Blue Bay,N,18h45,Evening,Surfing,Copper,"Blue Bay, New South Wales, Australia","(-33.3555643, 151.4981766)",-33.3555643,151.4981766
2009.03.19.b,Mar-2009,Unprovoked,Australia,New South Wales,South Broulee,N,Early morning,Morning,Surfing,Unknown,"South Broulee, New South Wales, Australia","(-35.8549913, 150.1746997)",-35.8549913,150.1746997
2009.03.19.a,Mar-2009,Unprovoked,Australia,New South Wales,Bateman's Bay,N,07h45,Morning,Surfing,Unknown,"Bateman's Bay, New South Wales, Australia","(-35.7162174, 150.1794566)",-35.7162174,150.1794566
2009.03.18.a,Mar-2009,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",N,17h30,Afternoon,Surfing,Unknown,"Ponce Inlet, Volusia County, Florida, United States","(29.0963729, -80.9369983)",29.0963729,-80.9369983
2009.03.17.R,Mar-2009,Unprovoked,Malaysia,Strait of Malacca,Pulau Payar Island,N,Unknown,Unknown,Leisure,Blacktip,"Pulau Payar Island, Strait of Malacca, Malaysia","(6.05, 100.0333333)",6.05,100.0333333
2009.03.17,Mar-2009,Unprovoked,United States,Hawaii,Alenuihaha Channel,N,20h00,Evening,Swimming,Unknown,"Alenuihaha Channel, Hawaii, United States","(20.6333333, -156.0416667)",20.6333333,-156.0416667
2009.03.16.R,Mar-2009,Provoked,Australia,Western Australia,"The Natural Jetty, Rottnest Island",N,Unknown,Unknown,Wading,Wobbegong,"The Natural Jetty, Rottnest Island, Western Australia, Australia","(-31.9966337, 115.5430362)",-31.9966337,115.5430362
2009.03.06,Mar-2009,Unprovoked,New Caledonia,South Province,Bourail,Y,11h30,Morning,Surfing,Unknown,"Bourail, South Province, New Caledonia","(-21.5669347, 165.4985521)",-21.5669347,165.4985521
2009.03.02,Mar-2009,Provoked,South Africa,Western Cape Province,Cape Point,N,13h30,Afternoon,Fishing,Unknown,"Cape Point, Western Cape Province, South Africa","(-34.2500139, 18.4157357)",-34.2500139,18.4157357
2009.03.01.b,Mar-2009,Not Confirmed,New Zealand,North Island,Taranaki,N,Unknown,Unknown,Fishing,Unknown,"Taranaki, North Island, New Zealand","(-39.3538149, 174.4382721)",-39.3538149,174.4382721
2009.03.01.a,Mar-2009,Unprovoked,Australia,New South Wales,Avalon,N,06h45,Morning,Surfing,Unknown,"Avalon, New South Wales, Australia","(-33.6332741, 151.3311538)",-33.6332741,151.3311538
2009.02.22,Feb-2009,Unprovoked,Australia,Queensland,Batt Reef,N,10h15,Morning,Fishing,Unknown,"Batt Reef, Queensland, Australia","(-16.41239879645245, 145.7690119563467)",-16.41239879645245,145.7690119563467
2009.02.18,Feb-2009,Unprovoked,Australia,New South Wales,Shelly Beach,N,17h00,Afternoon,Surfing,Unknown,"Shelly Beach, New South Wales, Australia","(-33.3700848, 151.4831083)",-33.3700848,151.4831083
2009.02.12,Feb-2009,Unprovoked,Australia,New South Wales,Bondi Beach,N,19h30,Evening,Surfing,White,"Bondi Beach, New South Wales, Australia","(-33.8914755, 151.2766845)",-33.8914755,151.2766845
2009.02.11,Feb-2009,Unprovoked,Australia,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",N,Before 07h00,Morning,Diving,Bull,"Garden Point, Woolloomooloo Sydney Harbour, New South Wales, Australia","(-33.872648, 151.2185096)",-33.872648,151.2185096
2009.02.08,Feb-2009,Not Confirmed,United States,Puerto Rico,"Quebradillas, Puerto Rico",Y,Unknown,Unknown,Boat Accident,Unknown,"Quebradillas, Puerto Rico, Puerto Rico, United States","(18.470959, -66.93425789999999)",18.470959,-66.93425789999999
2009.02.07.b,Feb-2009,Unprovoked,Australia,New South Wales,Cellito Beach,N,11h00,Morning,Surfing,White,"Cellito Beach, New South Wales, Australia","(-32.3789104, 152.529459)",-32.3789104,152.529459
2009.02.07.a,Feb-2009,Unprovoked,Australia,New South Wales,Sandon,N,07h30,Morning,Surfing,Unknown,"Sandon, New South Wales, Australia","(-29.6774494, 153.3299028)",-29.6774494,153.3299028
2009.01.27.R,Jan-2009,Provoked,Azores,Azores,Azores,N,Unknown,Unknown,Fishing,Unknown,"Azores, Azores, Azores","(37.7412488, -25.6755944)",37.7412488,-25.6755944
2009.01.26.R,Jan-2009,Not Confirmed,Brazil,Praia do Olho d'Aqua,Praia do Olho d'Aqua,U,Unknown,Unknown,Unknown,Unknown,"Praia do Olho d'Aqua, Praia do Olho d'Aqua, Brazil","(-2.4784841, -44.2248793)",-2.4784841,-44.2248793
2009.01.25,Jan-2009,Unprovoked,Cuba,Guantanamo Province,Guantanamo Bay,N,10h30,Morning,Fishing,Bull,"Guantanamo Bay, Guantanamo Province, Cuba","(20.011737, -75.1216254)",20.011737,-75.1216254
2009.01.24.c,Jan-2009,Not Confirmed,New Zealand,North Island,Alderman Islands,N,19h00,Evening,Fishing,Unknown,"Alderman Islands, North Island, New Zealand","(-36.96491192374599, 176.0809861634881)",-36.96491192374599,176.0809861634881
2009.01.24.b,Jan-2009,Unprovoked,Australia,New South Wales,"Surf Beach, Batemans Bay",N,16h30,Afternoon,Swimming,Unknown,"Surf Beach, Batemans Bay, New South Wales, Australia","(-35.7589964, 150.2045184)",-35.7589964,150.2045184
2009.01.24.a,Jan-2009,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. John's",Y,14h00,Afternoon,Swimming,Tiger,"Second Beach, Port St. John's, Eastern Cape Province, South Africa","(-31.6409371, 29.5299196)",-31.6409371,29.5299196
2009.01.23,Jan-2009,Not Confirmed,Brazil,Maranhão,Praia do Olho d'Aqua,U,Unknown,Unknown,Swimming,Unknown,"Praia do Olho d'Aqua, MaranhÃ£o, Brazil","(-2.4784841, -44.2248793)",-2.4784841,-44.2248793
2009.01.18,Jan-2009,Not Confirmed,Australia,Victoria,Tower Hill,N,09h20,Morning,Fishing,White,"Tower Hill, Victoria, Australia","(-38.33371169999999, 142.3564337)",-38.33371169999999,142.3564337
2009.01.16,Jan-2009,Unprovoked,New Zealand,South Island,Karitane Beach,N,Unknown,Unknown,Surfing,Unknown,"Karitane Beach, South Island, New Zealand","(-45.6462614, 170.6568819)",-45.6462614,170.6568819
2009.01.13.R,Jan-2009,Unprovoked,South Africa,Western Cape Province,Gansbaai,Y,Unknown,Unknown,Unknown,White,"Gansbaai, Western Cape Province, South Africa","(-34.5805396, 19.3517529)",-34.5805396,19.3517529
2009.01.12,Jan-2009,Unprovoked,Australia,New South Wales,"Windang,    Lake Illawara",N,10h45,Morning,Diving,Unknown,"Windang,    Lake Illawara, New South Wales, Australia","(-34.5454812, 150.8678646)",-34.5454812,150.8678646
2009.01.11.b,Jan-2009,Unprovoked,Australia,Tasmania,Binalong Bay,N,15h45,Afternoon,Surfing,White,"Binalong Bay, Tasmania, Australia","(-41.2517216, 148.3072784)",-41.2517216,148.3072784
2009.01.11.a,Jan-2009,Unprovoked,Australia,New South Wales,Fingal Beach,N,09h00,Morning,Surfing,White,"Fingal Beach, New South Wales, Australia","(-32.7383733, 152.181313)",-32.7383733,152.181313
2009.01.10.R,Jan-2009,Not Confirmed,New Zealand,North Island,Hawkes Bay,N,Unknown,Unknown,Fishing,Mako,"Hawkes Bay, North Island, New Zealand","(-39.6016597, 176.5804473)",-39.6016597,176.5804473
2009.01.10.a,Jan-2009,Unprovoked,Ecuador,Galapagos Islands,Isla Isabella,N,Unknown,Unknown,Surfing,Unknown,"Isla Isabella, Galapagos Islands, Ecuador","(-0.8292374, -91.13530200000001)",-0.8292374,-91.135302
2009.01.06,Jan-2009,Unprovoked,New Zealand,North Island,Haumoana,N,17h30,Afternoon,Swimming,Unknown,"Haumoana, North Island, New Zealand","(-39.6151671, 176.9566541)",-39.6151671,176.9566541
2009.01.00,Jan-2009,Unprovoked,Cuba,Guantanamo Province,Guantanamo,N,Unknown,Unknown,Fishing,Bull,"Guantanamo, Guantanamo Province, Cuba","(20.1400094, -75.2128996)",20.1400094,-75.2128996
2008.12.30,Dec-2008,Not Confirmed,Australia,Western Australia,Port Kennedy Beach,U,09h30,Morning,Unknown,Unknown,"Port Kennedy Beach, Western Australia, Australia","(-32.3522464, 115.7422946)",-32.3522464,115.7422946
2008.12.27.d,Dec-2008,Not Confirmed,Australia,Tasmania,near Schouten Island,N,Unknown,Unknown,Unknown,Unknown,"near Schouten Island, Tasmania, Australia","(-42.317857, 148.281927)",-42.317857,148.281927
2008.12.27.c,Dec-2008,Unprovoked,Australia,New South Wales,Seal Rocks,N,Unknown,Unknown,Surfing,Unknown,"Seal Rocks, New South Wales, Australia","(-32.4352549, 152.5288309)",-32.4352549,152.5288309
2008.12.27.b,Dec-2008,Not Confirmed,Australia,New South Wales,Sydney,N,11h00,Morning,Rowing,White,"Sydney, New South Wales, Australia","(-33.8688197, 151.2092955)",-33.8688197,151.2092955
2008.12.27.a,Dec-2008,Unprovoked,Australia,Western Australia,Port Kennedy Beach,Y,07h00,Morning,Diving,White,"Port Kennedy Beach, Western Australia, Australia","(-32.3522464, 115.7422946)",-32.3522464,115.7422946
2008.12.20,Dec-2008,Not Confirmed,United States,California,"Dillon Beach, Marin County",N,15h00,Afternoon,Rowing,White,"Dillon Beach, Marin County, California, United States","(38.2507515, -122.9652768)",38.2507515,-122.9652768
2008.12.14,Dec-2008,Unprovoked,New Zealand,North Island,Maraetai,N,Unknown,Unknown,Fishing,Copper,"Maraetai, North Island, New Zealand","(-36.8802308, 175.0340814)",-36.8802308,175.0340814
2008.12.10,Dec-2008,Provoked,South Africa,Western Cape Province,Plettenberg Bay,N,20h00,Evening,Fishing,Tiger,"Plettenberg Bay, Western Cape Province, South Africa","(-34.05748920000001, 23.3644925)",-34.05748920000001,23.3644925
2008.12.06,Dec-2006,Not Confirmed,Australia,New South Wales,Mowarry Point,N,Morning,Unknown,Fishing,White,"Mowarry Point, New South Wales, Australia","(-37.1307778, 149.970006)",-37.1307778,149.970006
2008.12.00,Dec-2008,Unprovoked,Mozambique,Inhambane Province,Chidenguele,Y,Unknown,Unknown,Fishing,Bull,"Chidenguele, Inhambane Province, Mozambique","(-24.9167416, 34.1879571)",-24.9167416,34.1879571
2008.11.28,Nov-2008,Unprovoked,Egypt,Red Sea,Elphinstone Reef,N,Morning,Unknown,Diving,Whitetip,"Elphinstone Reef, Red Sea, Egypt","(25.3095025, 34.8604345)",25.3095025,34.8604345
2008.11.25,Nov-2008,Not Confirmed,Philippines,Batanes Provine,Luzon,N,Unknown,Unknown,Boat Accident,Unknown,"Luzon, Batanes Provine, Philippines","(16.5662318, 121.2626366)",16.5662318,121.2626366
2008.11.24,Nov-2008,Unprovoked,Ecuador,Galapagos Islands,Santa Cruz,N,Unknown,Unknown,Unknown,Unknown,"Santa Cruz, Galapagos Islands, Ecuador","(-0.6393592, -90.3371889)",-0.6393592,-90.3371889
2008.11.09.b,Nov-2008,Not Confirmed,Australia,South Australia,North Haven,N,Unknown,Unknown,Fishing,Copper,"North Haven, South Australia, Australia","(-34.78869450000001, 138.4943814)",-34.78869450000001,138.4943814
2008.11.09.a,Nov-2008,Not Confirmed,Taiwan,Kaohsiung,Kaohsiung,Y,Unknown,Unknown,Boat Accident,Unknown,"Kaohsiung, Kaohsiung, Taiwan","(22.6350591, 120.3355193)",22.6350591,120.3355193
2008.11.06,Nov-2008,Unprovoked,Philippines,Luzon,"Paoay, Ilocos Norte Province",Y,10h00 -- 11h00,Morning,Fishing,Unknown,"Paoay, Ilocos Norte Province, Luzon, Philippines","(18.0742373, 120.5163949)",18.0742373,120.5163949
2008.10.22,Oct-2008,Provoked,Australia,New South Wales,"Oceanworld, Manley",N,17h20,Afternoon,Diving,Tiger,"Oceanworld, Manley, New South Wales, Australia","(-33.7968627, 151.2850167)",-33.7968627,151.2850167
2008.10.21,Oct-2008,Unprovoked,New Caledonia,New Caledonia,New Caledonia,N,11h00,Morning,Fishing,Lemon,"New Caledonia, New Caledonia, New Caledonia","(-20.904305, 165.618042)",-20.904305,165.618042
2008.10.12,Oct-2008,Provoked,Australia,Northern Territory,Darwin,N,Unknown,Unknown,Fishing,Unknown,"Darwin, Northern Territory, Australia","(-12.4637333, 130.8444446)",-12.4637333,130.8444446
2008.10.11,Oct-2008,Unprovoked,Australia,New South Wales,Lake Macquarie,N,15h30,Afternoon,Surfing,Unknown,"Lake Macquarie, New South Wales, Australia","(-33.0857007, 151.5720067)",-33.0857007,151.5720067
2008.10.08,Oct-2008,Unprovoked,United States,Florida,"Santa Rosa Beach, Walton County",N,12h00,Afternoon,Fishing,Unknown,"Santa Rosa Beach, Walton County, Florida, United States","(30.3960324, -86.2288322)",30.3960324,-86.2288322
2008.10.06,Oct-2008,Unprovoked,Croatia,Split-Dalmatia Count,"Smokvina Bay, Vis Island",N,12h00,Afternoon,Fishing,White,"Smokvina Bay, Vis Island, Split-Dalmatia Count, Croatia","(43.0459364, 16.1540557)",43.0459364,16.1540557
2008.09.28.b,Sep-2008,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,11h45,Morning,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2008.09.28.a,Sep-2008,Unprovoked,United States,Florida,Bethune Beach,N,11h00,Morning,Surfing,Unknown,"Bethune Beach, Florida, United States","(28.9491539, -80.83783000000001)",28.9491539,-80.83783000000001
2008.09.15,Sep-2008,Provoked,Australia,Northern Territory,Croker Island,N,14h30,Afternoon,Swimming,Copper,"Croker Island, Northern Territory, Australia","(-11.1764219, 132.5313457)",-11.1764219,132.5313457
2008.09.14,Sep-2008,Unprovoked,United States,Florida,"Ormond-by-the-Sea, Volusia County",N,12h00,Afternoon,Swimming,Unknown,"Ormond-by-the-Sea, Volusia County, Florida, United States","(29.3491449, -81.0664455)",29.3491449,-81.0664455
2008.09.09,Sep-2008,Unprovoked,United States,Hawaii,"Ka'a'awa, Oahu",N,16h30,Afternoon,Surfing,Tiger,"Ka'a'awa, Oahu, Hawaii, United States","(21.5572221, -157.8536111)",21.5572221,-157.8536111
2008.09.08,Sep-2008,Unprovoked,United States,California,"Surf Beach, Lompoc, Santa Barbara County",N,10h30,Morning,Surfing,White,"Surf Beach, Lompoc, Santa Barbara County, California, United States","(34.6831139, -120.6064278)",34.6831139,-120.6064278
2008.09.07,Sep-2008,Unprovoked,Australia,New South Wales,"Clarks Beach, Byron Bay",N,12h00,Afternoon,Surfing,Unknown,"Clarks Beach, Byron Bay, New South Wales, Australia","(-28.6396907, 153.6272755)",-28.6396907,153.6272755
2008.09.06.b,Sep-2008,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",N,12h00,Afternoon,Surfing,Unknown,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, United States","(29.0963729, -80.9369983)",29.0963729,-80.9369983
2008.09.06.a,Sep-2008,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",N,12h00,Afternoon,Surfing,Unknown,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, United States","(29.0963729, -80.9369983)",29.0963729,-80.9369983
2008.09.01,Sep-2008,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",N,10h00,Morning,Surfing,Unknown,"New Smyrna Beach, Volusia County, Florida, United States","(29.0258191, -80.9269984)",29.0258191,-80.9269984
2008.09.00,Sep-2008,Unprovoked,United States,Florida,Hutchinson Island,N,Morning,Unknown,Surfing,Unknown,"Hutchinson Island, Florida, United States","(27.3545667, -80.2488596)",27.3545667,-80.2488596
